user_id,window_start,window_end,click_count
U744,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4973,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U2128,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U2507,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8668,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3910,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U599,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8491,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5405,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8561,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7126,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8924,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1807,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8332,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2296,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U4899,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7776,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5460,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6872,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7711,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U3212,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U9821,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3975,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U986,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U894,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7326,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1003,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8746,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7237,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U9278,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5397,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1764,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4244,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8911,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1283,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7040,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U618,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4600,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U467,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6675,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U9438,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3258,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U92,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1594,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3308,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8135,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U776,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1097,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2985,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U353,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2623,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2999,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5525,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U185,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4523,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U3251,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U2826,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4912,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U5512,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U9917,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8214,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5975,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7695,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4260,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U950,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U9993,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3386,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6939,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7310,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8510,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U7863,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U2776,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U5497,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U6855,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3790,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U22,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7790,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8734,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U3922,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1614,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2611,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2687,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4043,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5148,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3587,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7804,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U6567,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U5894,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U2451,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8646,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U8265,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3913,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8871,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8619,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7118,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U9498,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6893,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6005,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U1387,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7002,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U9469,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U2912,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U6704,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4860,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U2695,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8957,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5269,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U760,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8771,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U4695,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3442,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U5552,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U6942,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4047,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8469,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7707,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7062,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8241,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U7779,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U5256,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2690,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U832,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9779,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U6650,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7673,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4203,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U5560,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U433,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7221,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2917,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6651,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7976,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3868,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U9323,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7359,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U123,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5035,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5750,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U478,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5491,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U8433,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3359,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7862,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5632,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U1609,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7171,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U7475,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8099,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8211,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3772,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8831,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6781,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8479,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8602,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U7603,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6661,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5716,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U6437,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1964,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4416,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3682,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4613,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6022,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U9310,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7541,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U1710,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3989,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3289,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8456,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4832,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1619,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6895,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3070,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6154,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U366,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2594,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1557,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U6767,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4852,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5339,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U1654,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2631,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3563,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7469,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U9587,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4547,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U5993,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7037,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7785,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6374,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8364,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4736,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U3434,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5978,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U610,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6674,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U9479,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5628,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5737,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U1936,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U9183,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3382,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4254,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1365,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U3382,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4052,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U3162,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2121,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U815,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U9194,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U7388,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9719,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4042,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8315,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6739,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5080,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U5463,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U9417,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8360,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6074,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U8563,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U2935,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1864,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1587,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6577,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6453,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8203,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3412,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1375,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2419,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5170,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U7063,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U2457,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1947,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U884,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4050,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3042,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2634,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6343,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U294,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U5132,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U553,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6045,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U260,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U2361,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U658,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U149,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U3897,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U951,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U3015,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U7007,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4508,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U4995,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U860,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U8642,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U1149,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4057,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9045,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U2569,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2101,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U5328,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U183,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8693,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U2020,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6089,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U636,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U3495,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U4767,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8378,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U6472,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U4523,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U1610,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1967,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U19,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5885,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4860,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8064,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U1758,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9260,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U540,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1445,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U8991,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8284,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U415,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U2185,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U1561,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4365,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U545,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5075,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1970,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U5044,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8114,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U9740,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1253,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3178,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U6883,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U9683,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U8515,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U801,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U1606,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U7246,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U945,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U2153,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9288,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U3532,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U7329,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,8
U6526,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U8824,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U4536,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U6342,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U9388,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
U6286,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9669,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U8605,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,8
U6519,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U4219,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,8
U1747,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,8
U9724,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,8
